law_number,law_category,official_name,systematic_name,common_name,aliases,effective_date,effective_date_ja,pubchem_cid,inchi_key,smiles,source_link,note,status
293,指定薬物,1-［（3-メチルフェニル）メチル］ピペラジン及びその塩類,1-[(3-mechiruphenyl)mechiru]piperaji n,1-(3-Methylbenzyl)piperazine,,2014/06/11,平成26年6月11日,79213 ,VTEOTZPEMDQENX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
294,指定薬物,１－（３－メチルフェニル）－Ｎ－メチルプロパン－２－アミン及びその塩類,1-(3-mechiruphenyl)-N-mechiru puropan-2-amine,3-MMA,3-Methylmethamphetamine,2023/10/26,令和5年10月26日,91253 ,XDXMRSBXBOXSQW-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
295,指定薬物,メチル＝２－［１－（４－フルオロブチ ル）－１H－インドール－３－カルボキサミド］－３，３－ジメチルブタノア－ト及びその塩類,"mechiru=2-[1-(4-furuorobuchi ru)-1H-indo-ru-3-karuboki samido]-3,3-jimechirubutanoa-to及 びその salts",4F-MDMB-BICA,4F-MDMB-BUTICA,2021/06/17,令和3年6月17日,157010663 ,QIKHYQCWGUGFBB-QGZVFWFLSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
296,指定薬物,メチル＝２－[１－（４－フルオロベンジル）－１Ｈ－インダゾール－３－カルボキサミド]－３，３－ジメチルブタノアート及びその塩類,"mechiru=2-[1-(4-furuorobenji ru)-1H-indazo-ru-3-karubo kisamido]-3,3-jimechirubutanoa-to",MDMB-FUBINACA,FUB-ADB,2015/02/18,平成27年2月18日,119025665 ,RFCDVEHNYDVCMU-LJQANCHMSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
297,指定薬物,メチル＝２―［１―（４－フルオロベンジル）―１Ｈ―インドール―３―カルボキサミド］―３，３―ジメチルブタノアート及びその塩類,"mechiru=2―[1―(4-furuorobenji ru)―1H―indo-ru―3―karuboki samido]―3,3―jimechirubutanoa-to及 びその salts",MDMB-FUBICA,,2016/06/22,平成28年6月22日,129522107 ,RVAWIZIGOSKPBP-HXUWFJFHSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
298,指定薬物,メチル＝２―［１―（４―フルオロベンジル）―１Ｈ―インドール―３―カルボキサミド］―３―メチルブタノアート及びその塩類,mechiru=2―[1―(4―furuorobenji ru)―1H―indo-ru―3―karuboki samido]―3―mechirubutanoa-to及びそ の salts,AMB-FUBICA,MMB-FUBICA,2021/01/22,令和3年1月22日,129522103 ,NYQOGZPXNJSYDW-FQEVSTJZSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
299,指定薬物,メチル＝２－［１－（５－フルオロペンチル）－１Ｈ－インドール－３－カルボキサミド］－３－フェニルプロパノアート及びその塩類,mechiru=2-[1-(5-furuoropenchi ru)-1H-indo-ru-3-karuboki samido]-3-phenylpuropanoa-to及 びその salts,MPHP-2201,,-,令和元年12月17日,165412024 ,GZGBNOYVLYYYCZ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
300,指定薬物,メチル＝２－[１－（５－フルオロペンチル）－１Ｈ－インドール－３－カルボキサミド]－３－メチルブタノアート及びその塩類,mechiru=2-[1-(5-furuoropenchi ru)-1H-indo-ru-3-karuboki samido]-3-mechirubutanoa-to及びそ の salts,MMB2201,5-Fluoro-AMB indole analog,2014/08/15,平成26年8月15日,119058037 ,JFXASAFVUQVGEW-SFHVURJKSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
301,指定薬物,メチル＝２－［１－（５－フルオロペンチル）－１Ｈ－ピロロ［２，３－ｂ］ピリジン－３－カルボキサミド］－３，３－ジメチルブタノアート及びその塩類,"mechiru=2-[1-(5-furuoropenchi ru)-1H-piroro[2,3-b]pirijin -3-karubokisamido]-3,3-jimechi rubutanoa-to",5F-MDMB-P7AICA,,2022/01/19,令和4年1月19日,165361518 ,LIRBKFHBIDESHO-MRXNPFEDSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
302,指定薬物,N－メチル－N－（プロパン－２－イル）－７－メチル－４，６，６ａ，７，８，９－ヘキサヒドロインドロ［４，３－ｆｇ］キノリン－９－カルボキサミド及びその塩類,"N-mechiru-N-(puropan-2-iru) -7-mechiru-4,6,6a,7,8,9- hekisahidoroindoro[4,3-fg]kinori n-9-karubokisamido",MiPLA,MIPLA; N-Methyl-N-isopropyl lysergamide,2024/03/06,令和6年3月6日,102060927 ,ROICYBLUWUMJFF-RDTXWAMCSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
303,指定薬物,Ｎ－メチル－Ｎ－プロピルトリプタミン及びその塩類,N-mechiru-N-puropirutoriputamine及 びその salts,MPT,,2025/03/05,令和7年3月5日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
304,指定薬物,N－メチル－１－（５－メチルチオフェン－２－イル）プロパン－２－アミン及びその塩類,N-mechiru-1-(5-mechiruchiofen -2-iru)puropan-2-amine及び その salts,Mephedrene,5-MMPA,2022/12/16,令和4年12月16日,64487873 ,HZICDJQMPRFRKC-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
305,指定薬物,３－メチル－２－（４－メチルフェニル）モルフォリン及びその塩類,3-mechiru-2-(4-mechiruphenyl) moruforin,Mephenmetrazine,,2015/11/25,平成27年11月25日,30487 ,MFOCDFTXLCYLKU-CMPLNLGQSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
306,指定薬物,メチル＝３－メチル－２－［１－（ペンタ－４－エン－１－イル）－１Ｈ－インドール－３－カルボキサミド］ブタノアート及びその塩類,mechiru=3-mechiru-2-[1-(penta -4-en-1-iru)-1H-indo- ru-3-karubokisamido]butanoa-to及 びその salts,MMB-022,AMB-4en-PICA; MMB-4en-PICA,2021/01/22,令和3年1月22日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
307,指定薬物,メチル＝３－メチル－２－（１－ペンチル－１H－インダゾール－３－カルボキサミド）ブタノアート及びその塩類,mechiru=3-mechiru-2-(1-penchi ru-1H-indazo-ru-3-karuboki samido)butanoa-to,AMB,,2014/10/29,平成26年10月29日,119058053 ,KTTMFFHXDMTTOB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
308,指定薬物,４－メチル－１－（３，４－メチレンジオキシフェニル）－２－（ピロリジン－１－イル）ペンタン－１－オン及びその塩類,"4-mechiru-1-(3,4-mechirenjio kishiphenyl)-2-(pirorijin-1- iru)pentan-1-on",MD-PiHP,MD-PHiP,2024/11/06,令和6年11月6日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
309,指定薬物,Ｎ－メチル－４－（３，４－メチレンジオキシフェニル）ブタン－２－アミン及びその塩類,"N-mechiru-4-(3,4-mechirenjio kishiphenyl)butan-2-amine及びそ の salts",HMDMA,,2007/02/28,平成19年2月28日,130058 ,PUKMCMUXXJZVNY-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
310,指定薬物,３－メチル－２－（３，４－メチレンジオキシフェニル）モルフォリン及びその塩類,"3-mechiru-2-(3,4-mechirenjio kishiphenyl)moruforin 類","3, 4-MDPM","3-MDPM; 3, 4- Methylenedioxyphenmetrazine",2024/08/07,令和6年8月7日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
311,指定薬物,５，６－メチレンジオキシインダン－２－アミン及びその塩類,"5,6-mechirenjiokishiindan-2- amine",MDAI,,2013/04/30,平成25年4月30日,125558 ,FQDRMHHCWZAXJM-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
312,指定薬物,１－（３，４－メチレンジオキシフェニル）ブタン－２－アミン及びその塩類,"1-(3,4-mechirenjiokishiphenyl) butan-2-amine",BDB,,2007/02/28,平成19年2月28日,129870 ,VHMRXGAIDDCGDU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
313,指定薬物,１－（３，４－メチレンジオキシフェニル）プロパン－２－イル（メチル）カルバミン酸１，１－ジメチルエチル及びその塩類,"1-(3,4-mechirenjiokishiphenyl) puropan-2-iru(mechiru)karubamine 酸1,1-jimechiruechiru","t-BOC-3, 4-MDMA",,2017/12/19,平成29年12月19日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
314,指定薬物,"１－（３，４－メチレンジオキシフェニル）
－２－（プロピルアミノ）ブタン－１－オン及びその塩類","1-(3,4-mechirenjiokishiphenyl) -2-(puropiruamineo)butan-1-o n",N-Propylbutylone,Putylone; bk-PBDB,2024/03/06,令和6年3月6日,122129922 ,NRIHOTHAMAUSRO-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
315,指定薬物,１－（３，４－メチレンジオキシベンジル）ピペラジン及びその塩類,"1-(3,4-mechirenjiokishibenji ru)piperajin",MDBP,,2007/12/12,平成19年12月12日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
316,指定薬物,"１－（５－メトキシ－１Ｈ－インドール－
３－イル）プロパン－２－アミン及びその塩類",1-(5-methoxy-1H-indo-ru- 3-iru)puropan-2-amine及びそ の salts,5-MeO-AMT,,2007/02/28,平成19年2月28日,36906 ,OGNJZVNNKBZFRM-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
317,指定薬物,（Z）－N－［３－（２－メトキシエチル）－４，５－ジメチルチアゾール－2（３H）－イリデン］－２，２，３，３－テトラメチルシクロプロパンカルボキサミド及びその塩類,"(Z)-N-[3-(2-methoxyechiru) -4,5-jimechiruchiazo-ru-2(3H) -iriden]-2,2,3,3-tetoramechi rushikuropuropankarubokisamido及びそ の salts",A-836339,,2014/03/06,平成26年3月6日,17754357 ,JKGIMVBQKSRTGX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
318,指定薬物,５－メトキシ－Ｎ，Ｎ－ジプロピルトリプタミン及びその塩類,"5-methoxy-N,N-jipuropirutoripu tamine",5-MeO-DPT,,2007/02/28,平成19年2月28日,14011047 ,PNHPVNBKLQWBKH-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
319,指定薬物,１－メトキシ－３，３－ジメチル－１－オキソブタン－２－イル＝１－（シクロヘキシルメチル）－１Ｈ－インダゾール－３－カルボキシラート及びその塩類,"1-methoxy-3,3-jimechiru-1-o kisobutan-2-iru=1-(shikurohe kishirumechiru)-1H-indazo-ru- 3-karubokishira-to",MO-CHMINACA,,2016/01/21,平成28年1月21日,132584892 ,SUEOBRAXHJBVGY-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
320,指定薬物,５－メトキシ－Ｎ，Ｎ－ジメチルトリプタミン及びその塩類,"5-methoxy-N,N-jimechirutoriputami n",5-MeO-DMT,,2007/02/28,平成19年2月28日,1832 ,ZSTKHSQDNIGFLM-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
321,指定薬物,１－［１－（４－メトキシフェニル）シクロヘキシル］ピペリジン及びその塩類,1-[1-(4-methoxyphenyl)shikuro hekishiru]piperijin,4-MeO-PCP,,2014/09/19,平成26年9月19日,15100753 ,MUZGGFNYVLGUFS-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
322,指定薬物,４－［１－（３－メトキシフェニル）シクロヘキシル］モルフォリン及びその塩類,4-[1-(3-methoxyphenyl)shikuro hekishiru]moruforin,3-MeO-PCMo,,2015/12/15,平成27年12月15日,132605908 ,BOGOEDFWPOXWQE-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
323,指定薬物,１－（４－メトキシフェニル）ピペラジン及びその塩類,1-(4-methoxyphenyl)piperajin,4MPP,4-MeOPP,2007/02/28,平成19年2月28日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
324,指定薬物,１－［１－（２－メトキシフェニル）－２－フェニルエチル］ピペリジン及びその塩類,1-[1-(2-methoxyphenyl)-2- phenylechiru]piperijin 類,2-MeO-diphenidine,Methoxphenidine,2014/09/19,平成26年9月19日,67833251 ,QXXCUXIRBHSITD-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
325,指定薬物,Ｎ－（４－メトキシフェニル）－Ｎ－（１－フェネチルピペリジン－４－イル）ブタンアミド及びその塩類,N-(4-methoxyphenyl)-N-(1- fenechirupiperijin-4-iru)butan amido,4-Methoxybutyrfentanyl,p-Methoxybutyrylfentanyl; 4-MeO-BF; p-MeO-BF,2019/02/19,平成31年2月19日,118796493 ,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
326,指定薬物,２－（３－メトキシフェニル）－２－（プロピルアミノ）シクロヘキサノン及びその塩類,2-(3-methoxyphenyl)-2-(puro piruamineo)shikurohekisanon,Methoxpropamine,MXPr; 3-MeO-2’-oxo-PCPr,2022/03/07,令和4年3月7日,155817932 ,AAVOSBAXDRASAH-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
327,指定薬物,２－（２－メトキシフェニル）－１－（１ーペンチル－ １Ｈ－インドール－３－イル）エタノン及びその塩類,2-(2-methoxyphenyl)-1-(1- penchiru-1H-indo-ru-3-i ru)etanon,JWH-250,,2010/08/25,平成22年8月25日,44397540 ,FFLSJIQJQKDDCM-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
328,指定薬物,（２－メトキシフェニル）（１－ペンチル－１Ｈ－インドール－３－イル）メタノン及びその塩類,(2-methoxyphenyl)(1-penchiru- 1H-indo-ru-3-iru)metanon及 びその salts,RCS-4 オルト異性体,,2012/10/17,平成24年10月17日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
329,指定薬物,（４－メトキシフェニル）（１－ペンチル－１Ｈ－インドール－３－イル）メタノン及びその塩類,(4-methoxyphenyl)(1-penchiru- 1H-indo-ru-3-iru)metanon及 びその salts,RCS-4,,2011/09/20,平成23年9月20日,56841530 ,OZCYJKDWRUIFFE-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
330,指定薬物,２－（３－メトキシフェニル）－２－（メチルアミノ）シクロヘキサノン及びその塩類,2-(3-methoxyphenyl)-2-(mechi ruamineo)shikurohekisanon 類,Methoxmetamine,MMXE,2016/02/10,平成28年2月10日,117067863 ,ZGQWDAOLJNAADS-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
331,指定薬物,２－（２－メトキシフェニル）－１－｛１－［（１－メチルピペリジン－２－イル）メチル］－１Ｈ－インドール－３－イル｝エタノン及びその塩類,2-(2-methoxyphenyl)-1-{1- [(1-mechirupiperijin-2-iru)mechi ru]-1H-indo-ru-3-iru}eta non,Cannabipiperidiethanone,,2012/06/01,平成24年6月1日,53494930 ,AJSBNWAHEDVQJT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
332,指定薬物,３－［２－（２－メトキシベンジルアミノ）エチル］キナゾリン－ ２，４（１Ｈ，３Ｈ）－ジオン及びその塩類,"3-[2-(2-methoxybenzyluamineo) echiru]kinazorin-2,4(1H,3H) -jion",RH-34,,2015/05/22,平成27年5月22日,10041987 ,NUAJBITWGGTZCM-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
333,指定薬物,Ｎ－（２－メトキシベンジル）－２－（２，５－ジメトキシ－４－メチルフェニル）エタンアミン及びその塩類,"N-(2-methoxybenzylu)-2-(2, 5-jimethoxy-4-mechiruphenyl)e tanamine",25D-NBOMe,,2015/03/25,平成27年3月25日,118536027 ,UTVHBNXCFSATDB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
334,指定薬物,Ｎ－（２－メトキシベンジル）－Ｎ－メチル－１－（４－メチルフェニル）プロパン－２－アミン及びその塩類,N-(2-methoxybenzylu)-N-mechi ru-1-(4-mechiruphenyl)puropan -2-amine,4-MMA-NBOMe,,2018/02/28,平成30年2月28日,132989148 ,OPOYXGQXRAORRI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
335,指定薬物,３－メトキシ－２－（メチルアミノ）－１－（４－メチルフェニル）プロパン－１－オン及びその塩類,3-methoxy-2-(mechiruamineo)-1- (4-mechiruphenyl)puropan-1-o n,Mexedrone,4-MMC-OMe,2016/08/24,平成28年8月24日,129318262 ,JHGDCSPZKQLBOP-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
336,指定薬物,５－メトキシ－２－メチル－Ｎ，Ｎ－ジメチルトリプタミン及びその塩類,"5-methoxy-2-mechiru-N,N-jime chirutoriputamine",5-MeO-2-TMT,,2015/05/22,平成27年5月22日,49756 ,ACEHBQPPDDGCGZ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
337,指定薬物,１－（２－メトキシ－４，５－メチレンジオキシフェニル）プロパン－２－アミン及びその塩類,"1-(2-methoxy-4,5-mechirenjio kishiphenyl)puropan-2-amine及 びその salts",MMDA-2,,2007/02/28,平成19年2月28日,90966 ,GPVJAXJRAZVITB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
338,指定薬物,１－（２－メトキシ－４，５－メチレンジオキシフェニル）－２－（メチルアミノ）プロパン－１－オン及びその塩類,"1-(2-methoxy-4,5-mechirenjio kishiphenyl)-2-(mechiruamineo)puro pan-1-on","2-Methoxy-4,5- methylenedioxy methcathinone",,2015/03/25,平成27年3月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
339,指定薬物,［１－（２－モルフォリノエチル）－１Ｈ－インドール－３－イル］（ナフタレン－１－イル）メタノン及びその塩類,[1-(2-moruforinoechiru)-1H- indo-ru-3-iru](nafutaren-1 -iru)metanon,JWH-200,,2011/04/14,平成23年4月14日,10045570 ,SZWYXJHTNGJPKU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
340,指定薬物,５－ヨードインダン－２－アミン及びその塩類,5-yo-doindan-2-amine及びそ の salts,5-IAI,,2012/12/17,平成24年12月17日,131506 ,BIHPYCDDPGNWQO-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
341,指定薬物,１－（４－ヨード－２，５－ジメトキシフェニル）プロパン－２－アミン及びその塩類,"1-(4-yo-do-2,5-jimethoxyfe niru)puropan-2-amine 類",DOI,,2007/12/12,平成19年12月12日,1229 ,BGMZUEKZENQUJY-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
342,指定薬物,２－（４－ヨード－２，５－ジメトキシフェニル）－Ｎ－（３，４－メチレンジオキシベンジル）エタンアミン及びその塩類,"2-(4-yo-do-2,5-jimethoxyfe niru)-N-(3,4-mechirenjiokishi benzylu)etanamine",25I-NB34MD,,2015/06/24,平成27年6月24日,129844505 ,FWEBGKDUEZRMRQ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
343,指定薬物,２－［（４－ヨード－２，５－ジメトキシフェネチルアミノ）メチル］フェノール及びその塩類,"2-[(4-yo-do-2,5-jimethoxy fenechiruamineo)mechiru]feno-ru及 びその salts",25I-NBOH,,2018/06/20,平成30年6月20日,10001761 ,FEUZHYRXGQTBRO-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
344,指定薬物,（２－ヨード－５－ニトロフェニル）｛1－［（1－メチルピペリジン－２－イル）メチル］－1Ｈ－インドール－３－イル｝メタノン及びその塩類,(2-yo-do-5-nitorophenyl){1- [(1-mechirupiperijin-2-iru)mechi ru]-1H-indo-ru-3-iru}metano n,AM1241,,2013/04/30,平成25年4月30日,10141893 ,ZUHIXXCLLBMBDW-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
345,指定薬物,（２－ヨードフェニル）（１－ペンチル－１ Ｈ－インドール－３－イル）メタノン及びその塩類,(2-yo-dophenyl)(1-penchiru-1 H-indo-ru-3-iru)metanon及び その salts,AM679,,2012/10/17,平成24年10月17日,57458891 ,GAJBHYUAJOTAEW-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
346,指定薬物,（２－ヨードフェニル）[１－（１－メチルアゼパン－３－イル）－１Ｈ－インドール－３－イル]メタノン及びその塩類,(2-yo-dophenyl)[1-(1-mechirua zepan-3-iru)-1H-indo-ru -3-iru]metanon,AM2233 アゼパン異性体,AM2233 azepan isomer,2014/08/15,平成26年8月15日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
347,指定薬物,（２－ヨードフェニル）｛１－［（１－メチルピペリジン－２－イル）メチル］－１Ｈ－インドール－３－イル｝メタノン及びその塩類,(2-yo-dophenyl){1-[(1-mechiru piperijin-2-iru)mechiru]-1H- indo-ru-3-iru}metanon,AM2233,,2012/06/01,平成24年6月1日,9955789 ,KSLCYQTUSSEGPT-MRXNPFEDSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),（４－エチルナフタレン－１－イル）（１－ペンチル－１Ｈ－インドール－３－イル）メタノン及びその塩類,(4-echirunafutaren-1-iru) (1-penchiru-1H-indo-ru-3 -iru)metanon,JWH-210,,2011/09/20,平成23年9月20日,45270396 ,LACIUQLUNACUKC-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),"（４－エチルナフタレン－１－イル）
（２－メチル－１－ペンチル－１Ｈ－インドール－３－イル）メタノン及びその塩類",(4-echirunafutaren-1-iru) (2-mechiru-1-penchiru-1H-i ndo-ru-3-iru)metanon,JWH-213,,2012/12/17,平成24年12月17日,45268707 ,JAVDQKMSPNBPCK-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),（４－クロロナフタレン－１－イル）（１－ペンチル－１Ｈ－インドール－３－イル）メタノン及びその塩類,(4-kuroronafutaren-1-iru) (1-penchiru-1H-indo-ru-3 -iru)metanon,JWH-398,,2012/10/17,平成24年10月17日,57458928 ,IUWBHGFOHXVVKV-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),ナフタレン－１－イル[１－（ペント－４－エン－１－イル）－１Ｈ－インドール－３－イル]メタノン及びその塩類,nafutaren-1-iru[1-(pento-4 -en-1-iru)-1H-indo-ru -3-iru]metanon,JWH-022,,2012/06/01,平成24年6月1日,91936930 ,IVVCMEGHVSDGFJ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),５－[３－（１－ナフトイル）－１Ｈ－インドール－１－イル]ペンタンニトリル及びその塩類,5-[3-(1-nafutoiru)-1H-i ndo-ru-1-iru]pentannitoriru及 びその salts,AM2232,,2012/10/17,平成24年10月17日,57458892 ,VWVAIBKHFCUSMD-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),（１－ヘキシル－１Ｈ－インドール－３－イル）（ナフタレン－１－イル）メタノン及びその塩類,(1-hekishiru-1H-indo-ru-3 -iru)(nafutaren-1-iru)meta non,JWH-019,,2011/09/20,平成23年9月20日,52224389 ,PALJPGHWDUHUPO-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),（１－ペンチル－１Ｈ－インドール－３－イル）（４－プロピルナフタレン－１－イル）メタノン及びその塩類,(1-penchiru-1H-indo-ru-3 -iru)(4-puropirunafutaren-1 -iru)metanon,JWH-182,,2012/10/17,平成24年10月17日,45268702 ,AKGUMDFQXWZHHS-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),（４－メチルナフタレン－１－イル）[１－（ペント－４－エン－１－イル）－１ Ｈ－インドール－３－イル]メタノン及びその塩類,(4-mechirunafutaren-1-iru)[1 -(pento-4-en-1-iru)-1 H-indo-ru-3-iru]metanon及び その salts,JWH-122 N-(4-pentenyl)誘導体,,2012/10/17,平成24年10月17日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),（２－メチル－１－プロピル－１Ｈ－インドール－３－イル）（ナフタレン－１－イル）メタノン及びその塩類,,JWH-015,,-,,4273754 ,LJSBBBWQTLXQEN-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),（２－メチル－１－ペンチル－１Ｈ－インドール－３－イル）（ナフタレン－１－イル）メタノン及びその塩類,,JWH-007,,-,,10360860 ,IBBNKINXTRKICJ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),１－（４－メトキシナフタレン－１－イル）（１－ペンチル－１Ｈ－インドール－３－イル）メタノン及びその塩類,,JWH-081,,-,,10547208 ,UBMPKJKGUQDHRM-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),２－（エチルアミノ）－１－フェニルブタン－１－オン及びその塩類,2-(echiruamineo)-1-phenylbutan -1-on,N-Ethylbuphedrone,NEB,2013/04/30,平成25年4月30日,20326296 ,HEPVRDHGUWFXJS-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),１－（４－エチルフェニル）－２－（メチルアミノ）プロパン－１－オン及びその塩類,1-(4-echiruphenyl)-2-(mechiru amineo)puropan-1-on,4-Ethylmethcathinone,,2012/12/17,平成24年12月17日,71316576 ,FUYPDKFWOHBUFT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),２－（ジメチルアミノ）－１－（４－メチル フェニル）ブタン－１－オン及びその塩類,2-(jimechiruamineo)-1-(4-mechiru phenyl)butan-1-on,4-Methyl-N-methylbuphedrone,,2013/04/30,平成25年4月30日,91698929 ,UKVFBTRCNFUOFU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),"２－（ジメチルアミノ）－１－（３, ４－メチレンジオキシフェニル）プロパン－１－オン及びその塩類","2-(jimechiruamineo)-1-(3, 4-mechire njiokishiphenyl)puropan-1-on",bk-MDDMA,,2013/04/30,平成25年4月30日,9794472 ,OSNIIMCBVLBNGS-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),１－フェニル－２－（ピロリジン－１－イル）ブタン－１－オン及びその塩類,1-phenyl-2-(pirorijin-1-i ru)butan-1-on,α-PBP,,2013/04/30,平成25年4月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－（３－フルオロフェニル）－２－（メチルアミノ）プロパン－１－オン及びその塩類,1-(3-furuorophenyl)-2-(mechi ruamineo)puropan-1-on 類,3-Fluoromethcathinone,3-FMC,2011/04/14,平成23年4月14日,53415330 ,PQIBROLLUQSNQI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),１－（４－フルオロフェニル）－２－（メチルアミノ）プロパン－１－オン及びその塩類,1-(4-furuorophenyl)-2-(mechi ruamineo)puropan-1-on 類,4-Fluoromethcathinone,4-FMC,2011/09/20,平成23年9月20日,49853406 ,MWKQPIROPJSFRI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
